name,frame,ra,dec,band_idx,wavelength,receiver,flux_jy,uvmin_kl,uvmax_kl,cfg_A,cfg_B,cfg_C,cfg_D
1408-078,J2000,14h08m56.481200s,"-07d52'26.666330""",4,0.7cm,Q,0.9,,,S,S,S,S
1409-269,J2000,14h09m50.169776s,"-26d57'36.979720""",0,20cm,L,0.4,15.0,,S,S,X,X
1409-269,J2000,14h09m50.169776s,"-26d57'36.979720""",1,6cm,C,0.5,,,S,S,S,S
1409-269,J2000,14h09m50.169776s,"-26d57'36.979720""",2,3.7cm,X,0.88,,,P,P,P,P
1409-269,J2000,14h09m50.169776s,"-26d57'36.979720""",3,2cm,U,,,,S,S,S,S
1409-269,J2000,14h09m50.169776s,"-26d57'36.979720""",4,0.7cm,Q,0.54,,,W,W,W,W
1410+020,J2000,14h10m04.6563s,"02d03'06.883""",0,0.7cm,Q,0.3,,,W,W,W,W
1410+075,J2000,14h10m35.0752s,"07d31'21.476""",0,0.7cm,Q,0.15,,,W,W,W,W
1411+522,J2000,14h11m20.6477s,"52d12'09.141""",0,90cm,P,59.9,,3.0,X,X,S,S
1411+522,J2000,14h11m20.6477s,"52d12'09.141""",1,20cm,L,22.8,,3.0,X,X,X,P
1411+522,J2000,14h11m20.6477s,"52d12'09.141""",2,6cm,C,6.5,,3.0,X,X,X,X
1411+215,J2000,14h11m54.862146s,"21d34'23.436330""",0,20cm,L,0.21,10.0,,W,W,X,X
1411+215,J2000,14h11m54.862146s,"21d34'23.436330""",1,6cm,C,0.2,,,W,W,W,W
1411+215,J2000,14h11m54.862146s,"21d34'23.436330""",2,3.7cm,X,0.18,,,S,S,S,S
1411+215,J2000,14h11m54.862146s,"21d34'23.436330""",3,2cm,U,0.2,,,X,X,X,X
1411+215,J2000,14h11m54.862146s,"21d34'23.436330""",4,1.3cm,K,0.18,,,X,X,X,X
1411+215,J2000,14h11m54.862146s,"21d34'23.436330""",5,0.7cm,Q,0.2,,,W,W,W,W
1415+371,J2000,14h15m28.466802s,"37d06'21.162510""",0,20cm,L,0.4,15.0,,S,S,X,X
1415+371,J2000,14h15m28.466802s,"37d06'21.162510""",1,6cm,C,0.36,,,S,S,S,S
1415+371,J2000,14h15m28.466802s,"37d06'21.162510""",2,3.7cm,X,0.28,,,S,S,S,S
1415+371,J2000,14h15m28.466802s,"37d06'21.162510""",3,0.7cm,Q,0.0,,,X,X,X,X
1415+133,J2000,14h15m58.817499s,"13d20'23.712600""",0,20cm,L,1.1,6.0,,P,P,S,X
1415+133,J2000,14h15m58.817499s,"13d20'23.712600""",1,6cm,C,1.2,,,P,P,P,P
1415+133,J2000,14h15m58.817499s,"13d20'23.712600""",2,3.7cm,X,1.62,,,P,P,P,P
1415+133,J2000,14h15m58.817499s,"13d20'23.712600""",3,2cm,U,2.0,,,P,P,P,P
1415+133,J2000,14h15m58.817499s,"13d20'23.712600""",4,0.7cm,Q,4.3,,,S,S,S,S
1416+347,J2000,14h16m04.186239s,"34d44'36.427560""",0,20cm,L,1.9,4.0,,P,P,S,X
1416+347,J2000,14h16m04.186239s,"34d44'36.427560""",1,6cm,C,1.0,,,P,P,P,P
1416+347,J2000,14h16m04.186239s,"34d44'36.427560""",2,3.7cm,X,0.66,,,P,P,P,P
1416+347,J2000,14h16m04.186239s,"34d44'36.427560""",3,2cm,U,0.4,,,S,S,S,S
1416+347,J2000,14h16m04.186239s,"34d44'36.427560""",4,0.7cm,Q,0.24,,,W,W,W,W
1417+461,J2000,14h17m08.161301s,"46d07'05.448370""",0,20cm,L,0.8,,,X,X,X,X
1417+461,J2000,14h17m08.161301s,"46d07'05.448370""",1,6cm,C,0.7,40.0,,S,S,X,X
1417+461,J2000,14h17m08.161301s,"46d07'05.448370""",2,3.7cm,X,0.61,,,P,P,P,P
1417+461,J2000,14h17m08.161301s,"46d07'05.448370""",3,2cm,U,0.7,,,S,S,S,S
1417+461,J2000,14h17m08.161301s,"46d07'05.448370""",4,0.7cm,Q,0.28,,,W,W,W,W
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",0,90cm,P,30.0,,20.0,S,S,S,S
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",1,20cm,L,5.8,,20.0,X,X,P,P
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",2,6cm,C,,,20.0,X,X,S,S
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",3,2cm,U,0.0,,,X,X,X,X
1419+064,J2000,14h19m08.180173s,"06d28'34.803490""",4,0.7cm,Q,0.0,,,X,X,X,X
1419+543,J2000,14h19m46.597401s,"54d23'14.787210""",0,20cm,L,0.7,6.0,,S,S,X,X
1419+543,J2000,14h19m46.597401s,"54d23'14.787210""",1,6cm,C,1.1,,,P,P,P,P
1419+543,J2000,14h19m46.597401s,"54d23'14.787210""",2,3.7cm,X,1.28,,,P,P,P,P
1419+543,J2000,14h19m46.597401s,"54d23'14.787210""",3,2cm,U,1.2,,,P,P,P,P
1419+543,J2000,14h19m46.597401s,"54d23'14.787210""",4,0.7cm,Q,0.6,,,W,W,W,W
1419+383,J2000,14h19m46.613761s,"38d21'48.475220""",0,20cm,L,0.54,8.0,,S,S,X,X
1419+383,J2000,14h19m46.613761s,"38d21'48.475220""",1,6cm,C,0.5,,,S,S,S,S
1419+383,J2000,14h19m46.613761s,"38d21'48.475220""",2,3.7cm,X,0.51,,,S,S,S,S
1419+383,J2000,14h19m46.613761s,"38d21'48.475220""",3,2cm,U,0.6,,,S,S,S,S
1419+383,J2000,14h19m46.613761s,"38d21'48.475220""",4,1.3cm,K,0.68,,,S,S,S,S
1419+383,J2000,14h19m46.613761s,"38d21'48.475220""",5,0.7cm,Q,0.75,,,S,S,S,S
1419+271,J2000,14h19m59.297063s,"27d06'25.552690""",0,20cm,L,1.2,,,X,X,X,X
1419+271,J2000,14h19m59.297063s,"27d06'25.552690""",1,6cm,C,0.2,,,W,W,W,X
1419+271,J2000,14h19m59.297063s,"27d06'25.552690""",2,3.7cm,X,0.2,,,S,S,S,X
1419+271,J2000,14h19m59.297063s,"27d06'25.552690""",3,2cm,U,0.2,,,X,X,X,X
1419+271,J2000,14h19m59.297063s,"27d06'25.552690""",4,1.3cm,K,0.22,,,X,X,X,X
1419+271,J2000,14h19m59.297063s,"27d06'25.552690""",5,0.7cm,Q,0.3,,,,,,W
1420+170,J2000,14h20m20.8917s,"17d03'29.199""",0,0.7cm,Q,0.23,,,W,W,W,W
1420+373,J2000,14h20m00.3407s,"37d21'34.672""",0,0.7cm,Q,0.13,,,W,W,W,W
1421+417,J2000,14h21m05.8800s,"41d44'49.490""",0,90cm,P,9.0,1.0,4.0,X,S,S,X
1421+417,J2000,14h21m05.8800s,"41d44'49.490""",1,20cm,L,2.9,,3.0,X,X,X,S
1421+417,J2000,14h21m05.8800s,"41d44'49.490""",2,6cm,C,0.0,,,X,X,X,X
1421+417,J2000,14h21m05.8800s,"41d44'49.490""",3,2cm,U,0.0,,,X,X,X,X
1422+323,J2000,14h22m30.3776s,"32d23'10.419""",0,0.7cm,Q,0.14,,,W,W,W,W
1423+480,J2000,14h23m06.156739s,"48d02'10.845500""",0,20cm,L,0.56,12.0,,S,S,X,X
1423+480,J2000,14h23m06.156739s,"48d02'10.845500""",1,6cm,C,0.35,,,S,S,S,S
1423+480,J2000,14h23m06.156739s,"48d02'10.845500""",2,3.7cm,X,0.39,,,S,S,S,S
1423+480,J2000,14h23m06.156739s,"48d02'10.845500""",3,0.7cm,Q,0.0,,,X,X,X,X
1423+509,J2000,14h23m14.1868s,"50d55'37.288""",0,0.7cm,Q,0.15,,,W,W,W,W
1424+470,J2000,14h24m37.0806s,"47d05'56.692""",0,0.7cm,Q,0.16,,,W,W,W,W
1425-299,J2000,14h25m29.1162s,"-29d59'54.331""",0,90cm,P,9.0,1.0,5.0,X,S,S,X
1425-299,J2000,14h25m29.1162s,"-29d59'54.331""",1,20cm,L,2.4,,3.0,X,X,X,S
1425-299,J2000,14h25m29.1162s,"-29d59'54.331""",2,6cm,C,0.0,,,X,X,X,X
1425-299,J2000,14h25m29.1162s,"-29d59'54.331""",3,2cm,U,0.0,,,X,X,X,X
1425+144,J2000,14h25m49.018011s,"14d24'56.902560""",0,2cm,U,0.7,,,S,S,S,S
1425+144,J2000,14h25m49.018011s,"14d24'56.902560""",1,0.7cm,Q,0.4,,,W,W,W,W
1426+364,J2000,14h26m37.087495s,"36d25'09.573930""",0,20cm,L,0.42,25.0,,S,S,X,X
1426+364,J2000,14h26m37.087495s,"36d25'09.573930""",1,6cm,C,0.47,,,S,S,S,S
1426+364,J2000,14h26m37.087495s,"36d25'09.573930""",2,3.7cm,X,0.62,,,S,S,S,S
1426+364,J2000,14h26m37.087495s,"36d25'09.573930""",3,2cm,U,0.3,,,W,W,W,W
1426+364,J2000,14h26m37.087495s,"36d25'09.573930""",4,0.7cm,Q,0.3,,,W,W,W,W
1427-421,J2000,14h27m56.297560s,"-42d06'19.437620""",0,20cm,L,3.2,,15.0,X,X,S,P
1427-421,J2000,14h27m56.297560s,"-42d06'19.437620""",1,6cm,C,2.6,,15.0,X,X,X,S
1427-421,J2000,14h27m56.297560s,"-42d06'19.437620""",2,2cm,U,3.0,,,,,S,S
1427-421,J2000,14h27m56.297560s,"-42d06'19.437620""",3,0.7cm,Q,0.97,,,S,S,S,S
1427+238,J2000,14h27m00.3951s,"23d48'00.041""",0,0.7cm,Q,0.2,,,W,W,W,W
1428-276,J2000,14h28m28.1931s,"-27d41'51.042""",0,20cm,L,1.5,6.0,15.0,,X,S,X
1428-276,J2000,14h28m28.1931s,"-27d41'51.042""",1,6cm,C,0.6,,15.0,X,X,S,S
1428-276,J2000,14h28m28.1931s,"-27d41'51.042""",2,0.7cm,Q,0.0,,,X,X,X,X
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",0,20cm,L,1.0,3.0,50.0,X,S,S,X
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",1,6cm,C,0.6,,50.0,X,X,S,S
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",2,3.7cm,X,0.49,,50.0,X,X,S,S
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",3,2cm,U,0.2,,,X,X,X,X
1429+541,J2000,14h29m21.878790s,"54d06'11.122910""",4,0.7cm,Q,0.25,,,W,W,W,W
1429+632,J2000,14h29m05.3075s,"63d16'04.656""",0,0.7cm,Q,0.12,,,W,W,W,W
1430+107,J2000,14h30m09.738791s,"10d43'26.861970""",0,20cm,L,0.4,20.0,,S,S,X,X
1430+107,J2000,14h30m09.738791s,"10d43'26.861970""",1,6cm,C,1.0,,,P,P,P,P
1430+107,J2000,14h30m09.738791s,"10d43'26.861970""",2,3.7cm,X,0.87,,,P,P,P,P
1430+107,J2000,14h30m09.738791s,"10d43'26.861970""",3,2cm,U,0.8,,,S,S,S,S
1430+107,J2000,14h30m09.738791s,"10d43'26.861970""",4,0.7cm,Q,0.34,,,W,W,W,W
1430+368,J2000,14h30m40.5835s,"36d49'03.895""",0,0.7cm,Q,0.28,,,W,W,W,W
1431+398,J2000,14h31m20.5384s,"39d52'41.541""",0,0.7cm,Q,0.12,,,W,W,W,W
1432-180,J2000,14h32m57.690643s,"-18d01'35.248850""",0,20cm,L,1.0,,,S,S,S,S
1432-180,J2000,14h32m57.690643s,"-18d01'35.248850""",1,6cm,C,0.7,,,S,S,S,S
1432-180,J2000,14h32m57.690643s,"-18d01'35.248850""",2,3.7cm,X,0.6,,,P,P,P,P
1432-180,J2000,14h32m57.690643s,"-18d01'35.248850""",3,0.7cm,Q,0.25,,,W,W,W,W
1433-158,J2000,14h33m21.459309s,"-15d48'44.687310""",0,20cm,L,0.4,20.0,,S,S,X,X
1433-158,J2000,14h33m21.459309s,"-15d48'44.687310""",1,6cm,C,0.6,,,S,S,S,S
1433-158,J2000,14h33m21.459309s,"-15d48'44.687310""",2,3.7cm,X,0.84,,,P,P,P,P
1433-158,J2000,14h33m21.459309s,"-15d48'44.687310""",3,2cm,U,0.4,,,S,S,S,S
1433-158,J2000,14h33m21.459309s,"-15d48'44.687310""",4,0.7cm,Q,0.35,,,W,W,W,W
1434+420,J2000,14h34m05.694479s,"42d03'15.991550""",0,20cm,L,0.26,4.0,,,,W,W
1434+420,J2000,14h34m05.694479s,"42d03'15.991550""",1,3.7cm,X,0.28,,,X,X,S,S
1434+420,J2000,14h34m05.694479s,"42d03'15.991550""",2,0.7cm,Q,0.11,,,W,W,W,W
1434+198,J2000,14h34m39.793356s,"19d52'00.735830""",0,20cm,L,0.34,8.0,,S,S,X,X
1434+198,J2000,14h34m39.793356s,"19d52'00.735830""",1,6cm,C,0.5,,,S,S,S,S
1434+198,J2000,14h34m39.793356s,"19d52'00.735830""",2,3.7cm,X,0.53,,,S,S,S,S
1434+198,J2000,14h34m39.793356s,"19d52'00.735830""",3,2cm,U,0.3,,,W,W,W,W
1434+198,J2000,14h34m39.793356s,"19d52'00.735830""",4,1.3cm,K,0.3,,,W,W,W,W
1434+198,J2000,14h34m39.793356s,"19d52'00.735830""",5,0.7cm,Q,0.3,,,W,W,W,W
1435+302,J2000,14h35m35.402165s,"30d12'24.520590""",0,20cm,L,0.23,8.0,,W,W,X,X
1435+302,J2000,14h35m35.402165s,"30d12'24.520590""",1,6cm,C,0.2,,,W,W,W,W
1435+302,J2000,14h35m35.402165s,"30d12'24.520590""",2,3.7cm,X,0.21,,,S,S,S,S
1435+302,J2000,14h35m35.402165s,"30d12'24.520590""",3,2cm,U,0.2,,,W,W,W,W
1435+302,J2000,14h35m35.402165s,"30d12'24.520590""",4,1.3cm,K,0.13,,,X,X,X,X
1435+302,J2000,14h35m35.402165s,"30d12'24.520590""",5,0.7cm,Q,0.1,,,W,W,W,W
1435+760,J2000,14h35m47.104180s,"76d05'25.860910""",0,20cm,L,1.29,,,P,P,P,P
1435+760,J2000,14h35m47.104180s,"76d05'25.860910""",1,6cm,C,0.62,,,S,S,S,S
1435+760,J2000,14h35m47.104180s,"76d05'25.860910""",2,3.7cm,X,0.42,,,S,S,S,S
1435+760,J2000,14h35m47.104180s,"76d05'25.860910""",3,0.7cm,Q,0.0,,,X,X,X,X
1436+233,J2000,14h36m40.981113s,"23d21'03.259730""",0,20cm,L,0.6,4.5,,S,S,S,X
1436+233,J2000,14h36m40.981113s,"23d21'03.259730""",1,6cm,C,0.8,,,P,P,P,P
1436+233,J2000,14h36m40.981113s,"23d21'03.259730""",2,3.7cm,X,0.77,,,P,P,P,P
1436+233,J2000,14h36m40.981113s,"23d21'03.259730""",3,2cm,U,0.5,,,S,S,S,S
1436+233,J2000,14h36m40.981113s,"23d21'03.259730""",4,0.7cm,Q,0.21,,,W,W,W,W
1436+636,J2000,14h36m45.802138s,"63d36'37.866580""",0,20cm,L,1.1,45.0,,S,X,X,X
1436+636,J2000,14h36m45.802138s,"63d36'37.866580""",1,6cm,C,0.8,,,S,S,S,S
1436+636,J2000,14h36m45.802138s,"63d36'37.866580""",2,3.7cm,X,0.71,,,P,P,P,P
1436+636,J2000,14h36m45.802138s,"63d36'37.866580""",3,2cm,U,0.5,,,S,S,S,S
1436+636,J2000,14h36m45.802138s,"63d36'37.866580""",4,0.7cm,Q,0.4,,,W,W,W,W
1438-220,J2000,14h38m09.469425s,"-22d04'54.748090""",0,20cm,L,0.75,15.0,,S,S,X,X
1438-220,J2000,14h38m09.469425s,"-22d04'54.748090""",1,6cm,C,0.9,,,P,P,P,P
1438-220,J2000,14h38m09.469425s,"-22d04'54.748090""",2,3.7cm,X,0.66,,,P,P,P,P
1438-220,J2000,14h38m09.469425s,"-22d04'54.748090""",3,2cm,U,0.8,,,S,S,S,S
1438-220,J2000,14h38m09.469425s,"-22d04'54.748090""",4,0.7cm,Q,0.63,,,W,W,W,W
1438+621,J2000,14h38m44.7873s,"62d11'54.397""",0,20cm,L,2.3,,,P,P,P,P
1438+621,J2000,14h38m44.7873s,"62d11'54.397""",1,6cm,C,0.9,,200.0,X,S,P,P
1438+621,J2000,14h38m44.7873s,"62d11'54.397""",2,3.7cm,X,0.5,,200.0,X,S,P,P
1438+621,J2000,14h38m44.7873s,"62d11'54.397""",3,2cm,U,0.3,,200.0,X,X,S,S
1438+621,J2000,14h38m44.7873s,"62d11'54.397""",4,0.7cm,Q,0.0,,,X,X,X,X
1438+371,J2000,14h38m53.6110s,"37d10'35.424""",0,0.7cm,Q,0.1,,,W,W,W,W
1439+212,J2000,14h39m08.9032s,"21d14'50.813""",0,0.7cm,Q,0.1,,,W,W,W,W
1439-169,J2000,14h39m28.6749s,"-16d59'03.082""",0,90cm,P,6.0,1.0,8.0,X,S,S,X
1439-169,J2000,14h39m28.6749s,"-16d59'03.082""",1,20cm,L,1.95,,8.0,X,X,P,P
1439+499,J2000,14h39m46.9758s,"49d58'05.456""",0,0.7cm,Q,0.27,,,W,W,W,W
1439-155,J2000,14h39m56.872054s,"-15d31'50.555240""",0,20cm,L,0.5,60.0,,S,X,X,X
1439-155,J2000,14h39m56.872054s,"-15d31'50.555240""",1,6cm,C,0.6,25.0,,S,S,S,X
1439-155,J2000,14h39m56.872054s,"-15d31'50.555240""",2,3.7cm,X,0.9,,,P,P,P,P
1439-155,J2000,14h39m56.872054s,"-15d31'50.555240""",3,2cm,U,,,,S,S,S,S
1439-155,J2000,14h39m56.872054s,"-15d31'50.555240""",4,0.7cm,Q,0.33,,,W,W,W,W
1442+325,J2000,14h42m00.1371s,"32d34'20.300""",0,0.7cm,Q,0.19,,,W,W,W,W
1443+250,J2000,14h43m56.8913s,"25d01'44.500""",0,20cm,L,0.35,60.0,,X,S,S,S
1443+250,J2000,14h43m56.8913s,"25d01'44.500""",1,6cm,C,0.3,,,S,S,S,S
1443+250,J2000,14h43m56.8913s,"25d01'44.500""",2,3.7cm,X,0.25,,,S,S,S,S
1443+250,J2000,14h43m56.8913s,"25d01'44.500""",3,0.7cm,Q,0.38,,,W,W,W,W
1443+635,J2000,14h43m58.600796s,"63d32'26.365230""",0,20cm,L,0.68,20.0,,S,S,X,X
1443+635,J2000,14h43m58.600796s,"63d32'26.365230""",1,6cm,C,0.49,,,S,S,S,S
1443+635,J2000,14h43m58.600796s,"63d32'26.365230""",2,3.7cm,X,0.39,,,S,S,S,S
1443+635,J2000,14h43m58.600796s,"63d32'26.365230""",3,0.7cm,Q,0.0,,,X,X,X,X
1445+099,J2000,14h45m16.465213s,"09d58'36.072440""",0,20cm,L,2.6,,,P,P,P,P
1445+099,J2000,14h45m16.465213s,"09d58'36.072440""",1,6cm,C,1.2,,,P,P,P,P
1445+099,J2000,14h45m16.465213s,"09d58'36.072440""",2,3.7cm,X,0.73,,,P,P,P,P
1445+099,J2000,14h45m16.465213s,"09d58'36.072440""",3,2cm,U,0.4,,,S,S,S,S
1445+099,J2000,14h45m16.465213s,"09d58'36.072440""",4,0.7cm,Q,0.1,,,W,W,W,W
1445-164,J2000,14h45m53.376319s,"-16d29'01.619120""",0,20cm,L,0.51,25.0,,S,S,X,X
1445-164,J2000,14h45m53.376319s,"-16d29'01.619120""",1,6cm,C,0.55,,,S,S,S,S
1445-164,J2000,14h45m53.376319s,"-16d29'01.619120""",2,3.7cm,X,0.56,,,P,P,P,P
1445-164,J2000,14h45m53.376319s,"-16d29'01.619120""",3,2cm,U,,,,S,S,S,S
1445-164,J2000,14h45m53.376319s,"-16d29'01.619120""",4,0.7cm,Q,0.38,,,W,W,W,W
1446+173,J2000,14h46m35.346298s,"17d21'07.581340""",0,20cm,L,0.6,6.0,,S,S,S,X
1446+173,J2000,14h46m35.346298s,"17d21'07.581340""",1,6cm,C,0.8,,,P,P,P,P
1446+173,J2000,14h46m35.346298s,"17d21'07.581340""",2,3.7cm,X,0.86,,,P,P,P,P
1446+173,J2000,14h46m35.346298s,"17d21'07.581340""",3,2cm,U,1.0,,,P,P,P,P
1446+173,J2000,14h46m35.346298s,"17d21'07.581340""",4,0.7cm,Q,0.7,,,W,W,W,W
1448-163,J2000,14h48m15.054162s,"-16d20'24.548880""",0,20cm,L,1.4,6.0,,P,P,P,S
1448-163,J2000,14h48m15.054162s,"-16d20'24.548880""",1,6cm,C,0.8,,,P,P,P,P
1448-163,J2000,14h48m15.054162s,"-16d20'24.548880""",2,3.7cm,X,0.76,,,P,P,P,P
1448-163,J2000,14h48m15.054162s,"-16d20'24.548880""",3,2cm,U,0.5,,,S,S,S,S
1448-163,J2000,14h48m15.054162s,"-16d20'24.548880""",4,1.3cm,K,0.44,,,S,S,S,S
1448-163,J2000,14h48m15.054162s,"-16d20'24.548880""",5,0.7cm,Q,0.22,,,W,W,W,W
1448+760,J2000,14h48m28.778877s,"76d01'11.597170""",0,20cm,L,0.35,,,X,X,X,X
1448+760,J2000,14h48m28.778877s,"76d01'11.597170""",1,6cm,C,0.32,,,S,S,S,S
1448+760,J2000,14h48m28.778877s,"76d01'11.597170""",2,3.7cm,X,0.32,,,W,W,W,W
1448+760,J2000,14h48m28.778877s,"76d01'11.597170""",3,0.7cm,Q,0.2,,,W,W,W,W
1448+040,J2000,14h48m50.361088s,"04d02'19.892730""",0,0.7cm,Q,0.2,,,W,W,W,W
1449+632,J2000,14h49m21.7153s,"63d16'14.465""",0,90cm,P,11.0,,5.0,X,S,S,S
1449+632,J2000,14h49m21.7153s,"63d16'14.465""",1,20cm,L,2.8,,4.0,X,X,X,S
1449+632,J2000,14h49m21.7153s,"63d16'14.465""",2,6cm,C,0.0,,,X,X,X,X
1449+632,J2000,14h49m21.7153s,"63d16'14.465""",3,2cm,U,0.0,,,X,X,X,X
1450+091,J2000,14h50m31.168946s,"09d10'27.955220""",0,0.7cm,Q,0.27,,,W,W,W,W
1453+268,J2000,14h53m53.600633s,"26d48'33.410300""",0,3.7cm,X,0.29,,,S,S,S,S
1453+268,J2000,14h53m53.600633s,"26d48'33.410300""",1,0.7cm,Q,0.2,,,W,W,W,W
1454-377,J2000,14h54m27.409764s,"-37d47'33.144830""",0,20cm,L,0.7,60.0,,S,X,X,X
1454-377,J2000,14h54m27.409764s,"-37d47'33.144830""",1,6cm,C,1.5,50.0,,P,P,X,X
1454-377,J2000,14h54m27.409764s,"-37d47'33.144830""",2,3.7cm,X,1.65,,,P,P,P,P
1454-377,J2000,14h54m27.409764s,"-37d47'33.144830""",3,2cm,U,1.5,,,S,S,S,S
1454-377,J2000,14h54m27.409764s,"-37d47'33.144830""",4,0.7cm,Q,1.32,,,S,S,S,S
1454-402,J2000,14h54m32.912371s,"-40d12'32.514390""",0,20cm,L,0.9,,30.0,X,S,S,S
1454-402,J2000,14h54m32.912371s,"-40d12'32.514390""",1,6cm,C,0.6,80.0,,S,S,X,X
1454-402,J2000,14h54m32.912371s,"-40d12'32.514390""",2,3.7cm,X,0.95,,,P,P,P,P
1454-402,J2000,14h54m32.912371s,"-40d12'32.514390""",3,0.7cm,Q,0.38,,,W,W,W,W
1457+078,J2000,14h57m38.128708s,"07d49'54.714990""",0,0.7cm,Q,0.18,,,W,W,W,W
1458+373,J2000,14h58m44.794437s,"37d20'21.622660""",0,20cm,L,0.19,30.0,,W,X,X,X
1458+373,J2000,14h58m44.794437s,"37d20'21.622660""",1,6cm,C,0.3,,,S,S,S,S
1458+373,J2000,14h58m44.794437s,"37d20'21.622660""",2,3.7cm,X,0.37,,,S,S,S,S
1458+373,J2000,14h58m44.794437s,"37d20'21.622660""",3,0.7cm,Q,0.16,,,W,W,W,W
1458+042,J2000,14h58m59.356206s,"04d16'13.820570""",0,2cm,U,0.8,50.0,,S,S,S,X
1458+042,J2000,14h58m59.356206s,"04d16'13.820570""",1,0.7cm,Q,0.6,,,W,W,W,W
1459+716,J2000,14h59m07.583867s,"71d40'19.867740""",0,90cm,P,19.0,,15.0,S,S,S,S
1459+716,J2000,14h59m07.583867s,"71d40'19.867740""",1,20cm,L,7.6,,15.0,X,X,P,P
1459+716,J2000,14h59m07.583867s,"71d40'19.867740""",2,6cm,C,2.8,,15.0,X,X,X,P
1459+716,J2000,14h59m07.583867s,"71d40'19.867740""",3,3.7cm,X,2.0,,,X,X,X,X
1459+716,J2000,14h59m07.583867s,"71d40'19.867740""",4,2cm,U,1.9,,,X,,,S
1459+716,J2000,14h59m07.583867s,"71d40'19.867740""",5,0.7cm,Q,1.0,,1700.0,X,S,S,S
1500+478,J2000,15h00m48.654199s,"47d51'15.538260""",0,20cm,L,0.36,25.0,,S,S,X,X
1500+478,J2000,15h00m48.654199s,"47d51'15.538260""",1,6cm,C,0.41,25.0,,S,S,S,X
1500+478,J2000,15h00m48.654199s,"47d51'15.538260""",2,3.7cm,X,0.74,15.0,,P,P,P,P
1500+478,J2000,15h00m48.654199s,"47d51'15.538260""",3,2cm,U,0.3,,,W,W,W,W
1500+478,J2000,15h00m48.654199s,"47d51'15.538260""",4,1.3cm,K,0.3,,,W,W,W,W
1500+478,J2000,15h00m48.654199s,"47d51'15.538260""",5,0.7cm,Q,0.3,,,W,W,W,W
1501-396,J2000,15h01m34.7619s,"-39d18'40.038""",0,20cm,L,2.61,,,,P,P,P
1501-396,J2000,15h01m34.7619s,"-39d18'40.038""",1,6cm,C,1.07,,,,,P,P
1501-396,J2000,15h01m34.7619s,"-39d18'40.038""",2,2cm,U,0.39,,,W,W,W,W
1504+104,J2000,15h04m24.979783s,"10d29'39.198650""",0,20cm,L,1.5,6.0,,P,P,P,X
1504+104,J2000,15h04m24.979783s,"10d29'39.198650""",1,6cm,C,1.5,,,P,P,P,P
1504+104,J2000,15h04m24.979783s,"10d29'39.198650""",2,3.7cm,X,1.93,,,P,P,P,P
1504+104,J2000,15h04m24.979783s,"10d29'39.198650""",3,2cm,U,1.4,,,P,P,P,P
1504+104,J2000,15h04m24.979783s,"10d29'39.198650""",4,0.7cm,Q,1.23,,,S,S,S,S
1504+289,J2000,15h04m26.6997s,"28d54'30.602""",0,0.7cm,Q,0.12,,,W,W,W,W
1505+034,J2000,15h05m06.477161s,"03d26'30.812610""",0,20cm,L,0.45,15.0,,S,S,X,X
1505+034,J2000,15h05m06.477161s,"03d26'30.812610""",1,6cm,C,0.9,,,P,P,P,P
1505+034,J2000,15h05m06.477161s,"03d26'30.812610""",2,3.7cm,X,0.97,,,P,P,P,P
1505+034,J2000,15h05m06.477161s,"03d26'30.812610""",3,2cm,U,0.8,,,S,S,S,S
1505+034,J2000,15h05m06.477161s,"03d26'30.812610""",4,0.7cm,Q,0.57,,,W,W,W,W
1506+375,J2000,15h06m09.529958s,"37d30'51.132410""",0,20cm,L,1.0,,,S,S,S,S
1506+375,J2000,15h06m09.529958s,"37d30'51.132410""",1,6cm,C,0.7,,200.0,X,S,S,S
1506+375,J2000,15h06m09.529958s,"37d30'51.132410""",2,3.7cm,X,0.78,,200.0,X,S,S,S
1506+375,J2000,15h06m09.529958s,"37d30'51.132410""",3,2cm,U,,,200.0,X,X,S,S
1506+375,J2000,15h06m09.529958s,"37d30'51.132410""",4,0.7cm,Q,0.41,,,,,W,W
1506+495,J2000,15h06m44.1134s,"49d33'55.791""",0,0.7cm,Q,0.15,,,W,W,W,W
1506+833,J2000,15h06m24.7297s,"83d19'28.106""",0,0.7cm,Q,0.15,,,W,W,W,W
1506+426,J2000,15h06m53.041853s,"42d39'23.035310""",0,20cm,L,0.28,,,X,X,X,X
1506+426,J2000,15h06m53.041853s,"42d39'23.035310""",1,6cm,C,0.48,30.0,,S,S,X,X
1506+426,J2000,15h06m53.041853s,"42d39'23.035310""",2,3.7cm,X,0.41,30.0,,S,S,X,X
1506+426,J2000,15h06m53.041853s,"42d39'23.035310""",3,0.7cm,Q,0.7,,,W,W,W,W
1507-168,J2000,15h07m04.786960s,"-16d52'30.267340""",0,20cm,L,2.0,15.0,,S,S,X,X
1507-168,J2000,15h07m04.786960s,"-16d52'30.267340""",1,6cm,C,2.9,,,S,P,P,P
